"","Pasos","Dimension","Valor M","Origen"
"V29725","200","2",21,4
"V29825","200","2",17,2
"V29925","200","2",14,0
"V30025","200","2",33,1
"V11004","200","3",17,0
"V21004","200","3",27,0
"V3130","200","3",25,1
"V4130","200","3",25,2
"V5130","200","3",31,1
"V6130","200","3",28,0
"V7130","200","3",31,1
"V8130","200","3",17,0
"V9130","200","3",41,1
"V10130","200","3",47,1
"V11134","200","3",37,0
"V12131","200","3",18,0
"V13130","200","3",26,0
"V14130","200","3",19,0
"V15130","200","3",14,2
"V16130","200","3",21,0
"V17130","200","3",21,0
"V18130","200","3",30,0
"V19130","200","3",32,0
"V20130","200","3",19,0
"V21134","200","3",20,0
"V22131","200","3",39,0
"V23130","200","3",38,0
"V24130","200","3",37,0
"V25130","200","3",22,0
"V26130","200","3",36,0
"V27130","200","3",30,1
"V28130","200","3",36,1
"V29130","200","3",21,4
"V3026","200","3",24,0
"V3131","200","3",26,1
"V3228","200","3",33,0
"V3326","200","3",38,0
"V3426","200","3",18,0
"V3526","200","3",16,0
"V3626","200","3",16,0
"V3726","200","3",28,0
"V3826","200","3",21,1
"V3926","200","3",19,0
"V4026","200","3",44,0
"V4131","200","3",20,1
"V4228","200","3",33,0
"V4326","200","3",14,1
"V4426","200","3",32,1
"V4526","200","3",22,0
"V4626","200","3",23,8
"V4726","200","3",33,0
"V4826","200","3",43,1
"V4926","200","3",24,0
"V5026","200","3",25,0
"V5131","200","3",15,0
"V5228","200","3",27,0
"V5326","200","3",31,0
"V5426","200","3",38,0
"V5526","200","3",38,0
"V5626","200","3",15,0
"V5726","200","3",21,0
"V5826","200","3",21,0
"V5926","200","3",14,6
"V6026","200","3",31,2
"V6131","200","3",44,0
"V6228","200","3",25,3
"V6326","200","3",27,1
"V6426","200","3",25,0
"V6526","200","3",14,2
"V6626","200","3",22,0
"V6726","200","3",40,1
"V6826","200","3",29,1
"V6926","200","3",16,0
"V7026","200","3",19,0
"V7131","200","3",26,0
"V7228","200","3",16,0
"V7326","200","3",14,2
"V7426","200","3",22,0
"V7526","200","3",22,0
"V7626","200","3",31,0
"V7726","200","3",19,1
"V7826","200","3",21,0
"V7926","200","3",48,0
"V8026","200","3",20,0
"V8131","200","3",29,0
"V8228","200","3",18,1
"V8326","200","3",22,1
"V8426","200","3",21,0
"V8526","200","3",24,0
"V8626","200","3",20,0
"V8726","200","3",22,0
"V8826","200","3",16,1
"V8926","200","3",20,1
"V9026","200","3",42,0
"V9131","200","3",21,1
"V9228","200","3",46,0
"V9326","200","3",29,1
"V9426","200","3",25,1
"V9526","200","3",19,0
"V9626","200","3",30,0
"V9726","200","3",22,0
"V9826","200","3",43,0
"V9926","200","3",18,0
"V10026","200","3",16,0
"V10131","200","3",20,0
"V10228","200","3",33,0
"V10326","200","3",50,1
"V10426","200","3",18,0
"V10526","200","3",14,0
"V10626","200","3",30,0
"V10726","200","3",26,1
"V10826","200","3",17,0
"V10926","200","3",20,0
"V11030","200","3",19,2
"V11135","200","3",22,0
"V11229","200","3",23,0
"V11327","200","3",27,0
"V11427","200","3",20,0
"V11526","200","3",20,4
"V11626","200","3",20,0
"V11726","200","3",19,0
"V11826","200","3",18,2
"V11926","200","3",18,0
"V12026","200","3",16,0
"V12132","200","3",19,0
"V12228","200","3",22,2
"V12326","200","3",23,0
"V12426","200","3",22,0
"V12526","200","3",13,0
"V12626","200","3",25,0
"V12726","200","3",18,0
"V12826","200","3",34,0
"V12926","200","3",31,1
"V13026","200","3",37,0
"V13131","200","3",43,1
"V13228","200","3",38,0
"V13326","200","3",24,0
"V13426","200","3",12,1
"V13526","200","3",19,0
"V13626","200","3",21,1
"V13726","200","3",21,0
"V13826","200","3",24,3
"V13926","200","3",35,0
"V14026","200","3",25,0
"V14131","200","3",26,0
"V14228","200","3",17,0
"V14326","200","3",17,0
"V14426","200","3",27,0
"V14526","200","3",34,0
"V14626","200","3",21,0
"V14726","200","3",19,1
"V14826","200","3",17,0
"V14926","200","3",16,1
"V15026","200","3",46,0
"V15131","200","3",21,0
"V15228","200","3",22,0
"V15326","200","3",29,0
"V15426","200","3",58,0
"V15526","200","3",34,0
"V15626","200","3",29,1
"V15726","200","3",21,1
"V15826","200","3",27,1
"V15926","200","3",21,0
"V16026","200","3",20,0
"V16131","200","3",32,0
"V16228","200","3",35,0
"V16326","200","3",18,0
"V16426","200","3",19,3
"V16526","200","3",23,0
"V16626","200","3",24,0
"V16726","200","3",31,2
"V16826","200","3",15,0
"V16926","200","3",20,0
"V17026","200","3",24,0
"V17131","200","3",19,1
"V17228","200","3",26,0
"V17326","200","3",18,1
"V17426","200","3",23,0
"V17526","200","3",23,0
"V17626","200","3",31,0
"V17726","200","3",18,0
"V17826","200","3",36,1
"V17926","200","3",16,0
"V18026","200","3",31,0
"V18131","200","3",26,0
"V18228","200","3",31,0
"V18326","200","3",15,0
"V18426","200","3",22,1
"V18526","200","3",21,0
"V18626","200","3",23,0
"V18726","200","3",14,0
"V18826","200","3",21,0
"V18926","200","3",31,1
"V19026","200","3",20,0
"V19131","200","3",22,0
"V19228","200","3",29,0
"V19326","200","3",24,1
"V19426","200","3",22,1
"V19526","200","3",13,1
"V19626","200","3",22,0
"V19726","200","3",39,0
"V19826","200","3",18,0
"V19926","200","3",23,0
"V20026","200","3",35,0
"V20131","200","3",26,0
"V20228","200","3",25,0
"V20326","200","3",22,0
"V20426","200","3",22,1
"V20526","200","3",30,0
"V20626","200","3",16,1
"V20726","200","3",27,1
"V20826","200","3",23,0
"V20926","200","3",26,0
"V21030","200","3",22,2
"V21135","200","3",28,0
"V21229","200","3",33,3
"V21327","200","3",27,0
"V21427","200","3",25,1
"V21526","200","3",20,1
"V21626","200","3",16,0
"V21726","200","3",29,0
"V21826","200","3",25,0
"V21926","200","3",42,0
"V22026","200","3",19,0
"V22132","200","3",26,0
"V22228","200","3",16,0
"V22326","200","3",16,1
"V22426","200","3",21,0
"V22526","200","3",24,0
"V22626","200","3",25,3
"V22726","200","3",30,1
"V22826","200","3",17,1
"V22926","200","3",36,0
"V23026","200","3",24,1
"V23131","200","3",30,1
"V23228","200","3",32,0
"V23326","200","3",16,0
"V23426","200","3",26,0
"V23526","200","3",27,0
"V23626","200","3",41,0
"V23726","200","3",22,0
"V23826","200","3",21,0
"V23926","200","3",29,0
"V24026","200","3",30,0
"V24131","200","3",31,0
"V24228","200","3",29,2
"V24326","200","3",33,1
"V24426","200","3",33,0
"V24526","200","3",41,0
"V24626","200","3",21,0
"V24726","200","3",37,0
"V24826","200","3",22,0
"V24926","200","3",19,0
"V25026","200","3",22,2
"V25131","200","3",27,0
"V25228","200","3",22,1
"V25326","200","3",22,0
"V25426","200","3",17,0
"V25526","200","3",24,4
"V25626","200","3",22,1
"V25726","200","3",41,0
"V25826","200","3",30,0
"V25926","200","3",21,0
"V26026","200","3",28,0
"V26131","200","3",23,2
"V26228","200","3",25,2
"V26326","200","3",25,2
"V26426","200","3",23,1
"V26526","200","3",20,0
"V26626","200","3",16,4
"V26726","200","3",24,1
"V26826","200","3",26,1
"V26926","200","3",27,1
"V27026","200","3",42,2
"V27131","200","3",23,0
"V27228","200","3",20,1
"V27326","200","3",14,0
"V27426","200","3",25,0
"V27526","200","3",16,0
"V27626","200","3",27,0
"V27726","200","3",29,1
"V27826","200","3",19,0
"V27926","200","3",25,0
"V28026","200","3",13,1
"V28131","200","3",13,1
"V28228","200","3",25,0
"V28326","200","3",32,1
"V28426","200","3",20,0
"V28526","200","3",17,0
"V28626","200","3",26,0
"V28726","200","3",25,1
"V28826","200","3",24,0
"V28926","200","3",35,0
"V29026","200","3",13,0
"V29131","200","3",29,1
"V29228","200","3",16,1
"V29326","200","3",26,0
"V29426","200","3",18,1
"V29526","200","3",20,0
"V29626","200","3",32,2
"V29726","200","3",43,0
"V29826","200","3",33,1
"V29926","200","3",21,0
"V30026","200","3",27,0
"V11005","200","4",33,0
"V21005","200","4",23,0
"V3132","200","4",28,0
"V4132","200","4",44,0
"V5132","200","4",28,1
"V6132","200","4",26,1
"V7132","200","4",23,1
"V8132","200","4",24,1
"V9132","200","4",23,0
"V10132","200","4",30,0
"V11136","200","4",20,0
"V12133","200","4",21,1
"V13132","200","4",27,0
"V14132","200","4",24,1
"V15132","200","4",35,1
"V16132","200","4",24,1
"V17132","200","4",22,0
"V18132","200","4",33,1
"V19132","200","4",26,0
"V20132","200","4",22,0
"V21136","200","4",19,0
"V22133","200","4",31,0
"V23132","200","4",20,0
"V24132","200","4",23,0
"V25132","200","4",30,0
"V26132","200","4",28,0
"V27132","200","4",36,0
"V28132","200","4",18,0
"V29132","200","4",21,0
"V3027","200","4",38,0
"V3133","200","4",42,0
"V3229","200","4",20,1
"V3327","200","4",36,1
"V3427","200","4",25,0
"V3527","200","4",23,1
"V3627","200","4",27,0
"V3727","200","4",18,0
"V3827","200","4",28,0
"V3927","200","4",24,0
"V4027","200","4",21,1
"V4133","200","4",27,0
"V4229","200","4",30,1
"V4327","200","4",22,0
"V4427","200","4",33,0
"V4527","200","4",21,0
"V4627","200","4",21,1
"V4727","200","4",19,0
"V4827","200","4",21,0
"V4927","200","4",34,0
"V5027","200","4",25,0
"V5133","200","4",37,0
"V5229","200","4",44,0
"V5327","200","4",38,0
"V5427","200","4",28,0
"V5527","200","4",38,0
"V5627","200","4",29,1
"V5727","200","4",22,0
"V5827","200","4",28,0
"V5927","200","4",24,1
"V6027","200","4",43,0
"V6133","200","4",22,0
"V6229","200","4",20,1
"V6327","200","4",36,0
"V6427","200","4",43,0
"V6527","200","4",26,0
"V6627","200","4",31,0
"V6727","200","4",55,0
"V6827","200","4",42,0
"V6927","200","4",36,2
"V7027","200","4",30,0
"V7133","200","4",30,0
"V7229","200","4",21,0
"V7327","200","4",18,0
"V7427","200","4",25,0
"V7527","200","4",45,0
"V7627","200","4",18,2
"V7727","200","4",27,0
"V7827","200","4",30,0
"V7927","200","4",25,0
"V8027","200","4",21,0
"V8133","200","4",28,0
"V8229","200","4",30,0
"V8327","200","4",30,0
"V8427","200","4",45,0
"V8527","200","4",25,0
"V8627","200","4",21,0
"V8727","200","4",30,0
"V8827","200","4",28,0
"V8927","200","4",22,0
"V9027","200","4",36,1
"V9133","200","4",26,2
"V9229","200","4",27,0
"V9327","200","4",26,1
"V9427","200","4",32,0
"V9527","200","4",17,0
"V9627","200","4",26,0
"V9727","200","4",22,0
"V9827","200","4",29,0
"V9927","200","4",29,0
"V10027","200","4",21,0
"V10133","200","4",34,0
"V10229","200","4",19,1
"V10327","200","4",29,0
"V10427","200","4",14,0
"V10527","200","4",26,1
"V10627","200","4",25,0
"V10727","200","4",26,0
"V10827","200","4",33,1
"V10927","200","4",32,0
"V11031","200","4",21,0
"V11137","200","4",19,0
"V11230","200","4",32,0
"V11328","200","4",28,1
"V11428","200","4",16,0
"V11527","200","4",36,0
"V11627","200","4",17,1
"V11727","200","4",29,0
"V11827","200","4",28,0
"V11927","200","4",18,0
"V12027","200","4",27,1
"V12134","200","4",41,0
"V12229","200","4",20,0
"V12327","200","4",30,0
"V12427","200","4",24,0
"V12527","200","4",21,0
"V12627","200","4",35,0
"V12727","200","4",19,0
"V12827","200","4",17,0
"V12927","200","4",14,0
"V13027","200","4",27,0
"V13133","200","4",27,0
"V13229","200","4",23,0
"V13327","200","4",18,0
"V13427","200","4",29,0
"V13527","200","4",22,0
"V13627","200","4",31,0
"V13727","200","4",27,0
"V13827","200","4",25,0
"V13927","200","4",36,0
"V14027","200","4",34,0
"V14133","200","4",21,1
"V14229","200","4",29,0
"V14327","200","4",26,0
"V14427","200","4",21,0
"V14527","200","4",31,0
"V14627","200","4",33,1
"V14727","200","4",21,1
"V14827","200","4",25,0
"V14927","200","4",33,0
"V15027","200","4",25,0
"V15133","200","4",32,0
"V15229","200","4",18,0
"V15327","200","4",30,0
"V15427","200","4",18,0
"V15527","200","4",19,1
"V15627","200","4",25,0
"V15727","200","4",22,0
"V15827","200","4",31,0
"V15927","200","4",25,0
"V16027","200","4",30,0
"V16133","200","4",16,0
"V16229","200","4",47,0
"V16327","200","4",35,0
"V16427","200","4",18,1
"V16527","200","4",37,0
"V16627","200","4",18,2
"V16727","200","4",35,0
"V16827","200","4",40,0
"V16927","200","4",32,0
"V17027","200","4",19,0
"V17133","200","4",22,0
"V17229","200","4",21,0
"V17327","200","4",18,0
"V17427","200","4",21,0
"V17527","200","4",26,1
"V17627","200","4",21,0
"V17727","200","4",19,0
"V17827","200","4",35,0
"V17927","200","4",31,0
"V18027","200","4",17,0
"V18133","200","4",38,1
"V18229","200","4",21,0
"V18327","200","4",25,0
"V18427","200","4",21,2
"V18527","200","4",25,1
"V18627","200","4",23,0
"V18727","200","4",24,0
"V18827","200","4",31,0
"V18927","200","4",39,0
"V19027","200","4",21,1
"V19133","200","4",26,0
"V19229","200","4",26,0
"V19327","200","4",33,0
"V19427","200","4",23,0
"V19527","200","4",34,0
"V19627","200","4",30,1
"V19727","200","4",21,2
"V19827","200","4",17,0
"V19927","200","4",18,0
"V20027","200","4",23,0
"V20133","200","4",42,1
"V20229","200","4",19,0
"V20327","200","4",21,0
"V20427","200","4",28,0
"V20527","200","4",22,0
"V20627","200","4",29,2
"V20727","200","4",20,1
"V20827","200","4",30,0
"V20927","200","4",22,0
"V21031","200","4",20,0
"V21137","200","4",25,1
"V21230","200","4",24,0
"V21328","200","4",14,0
"V21428","200","4",22,0
"V21527","200","4",29,0
"V21627","200","4",28,0
"V21727","200","4",21,2
"V21827","200","4",52,0
"V21927","200","4",31,0
"V22027","200","4",23,0
"V22134","200","4",23,0
"V22229","200","4",18,0
"V22327","200","4",43,0
"V22427","200","4",27,1
"V22527","200","4",25,1
"V22627","200","4",44,0
"V22727","200","4",27,0
"V22827","200","4",25,0
"V22927","200","4",38,0
"V23027","200","4",32,0
"V23133","200","4",19,1
"V23229","200","4",34,0
"V23327","200","4",25,0
"V23427","200","4",34,0
"V23527","200","4",30,0
"V23627","200","4",31,0
"V23727","200","4",19,0
"V23827","200","4",18,1
"V23927","200","4",24,4
"V24027","200","4",47,0
"V24133","200","4",35,0
"V24229","200","4",24,0
"V24327","200","4",19,1
"V24427","200","4",21,2
"V24527","200","4",24,0
"V24627","200","4",34,0
"V24727","200","4",29,0
"V24827","200","4",33,2
"V24927","200","4",31,0
"V25027","200","4",16,1
"V25133","200","4",27,0
"V25229","200","4",20,2
"V25327","200","4",20,1
"V25427","200","4",25,0
"V25527","200","4",24,0
"V25627","200","4",32,0
"V25727","200","4",26,0
"V25827","200","4",31,0
"V25927","200","4",30,0
"V26027","200","4",21,0
"V26133","200","4",34,0
"V26229","200","4",22,2
"V26327","200","4",27,1
"V26427","200","4",17,0
"V26527","200","4",24,0
"V26627","200","4",32,0
"V26727","200","4",40,0
"V26827","200","4",22,0
"V26927","200","4",22,0
"V27027","200","4",28,0
"V27133","200","4",35,0
"V27229","200","4",25,1
"V27327","200","4",34,0
"V27427","200","4",28,0
"V27527","200","4",22,0
"V27627","200","4",30,0
"V27727","200","4",22,2
"V27827","200","4",32,0
"V27927","200","4",38,0
"V28027","200","4",30,2
"V28133","200","4",22,0
"V28229","200","4",18,0
"V28327","200","4",28,0
"V28427","200","4",18,1
"V28527","200","4",19,0
"V28627","200","4",35,0
"V28727","200","4",28,0
"V28827","200","4",34,0
"V28927","200","4",26,0
"V29027","200","4",32,0
"V29133","200","4",25,1
"V29229","200","4",21,0
"V29327","200","4",16,0
"V29427","200","4",26,0
"V29527","200","4",27,0
"V29627","200","4",30,0
"V29727","200","4",40,0
"V29827","200","4",28,1
"V29927","200","4",20,0
"V30027","200","4",42,0
"V11006","200","5",30,0
"V21006","200","5",33,3
"V3134","200","5",23,0
"V4134","200","5",25,0
"V5134","200","5",18,0
"V6134","200","5",29,0
"V7134","200","5",25,0
"V8134","200","5",30,0
"V9134","200","5",48,0
"V10134","200","5",40,0
"V11138","200","5",25,0
"V12135","200","5",20,0
"V13134","200","5",44,0
"V14134","200","5",30,0
"V15134","200","5",35,0
"V16134","200","5",23,1
"V17134","200","5",35,0
"V18134","200","5",17,1
"V19134","200","5",33,0
"V20134","200","5",27,0
"V21138","200","5",35,0
"V22135","200","5",35,0
"V23134","200","5",32,0
"V24134","200","5",29,1
"V25134","200","5",34,1
"V26134","200","5",29,0
"V27134","200","5",21,0
"V28134","200","5",32,0
"V29134","200","5",24,0
"V3028","200","5",32,0
"V3135","200","5",39,0
"V3230","200","5",25,0
"V3328","200","5",24,0
"V3428","200","5",26,0
"V3528","200","5",27,0
"V3628","200","5",23,0
"V3728","200","5",28,0
"V3828","200","5",26,0
"V3928","200","5",33,0
"V4028","200","5",42,0
"V4135","200","5",28,0
"V4230","200","5",48,0
"V4328","200","5",17,0
"V4428","200","5",48,0
"V4528","200","5",35,1
"V4628","200","5",36,0
"V4728","200","5",30,0
"V4828","200","5",38,2
"V4928","200","5",26,0
"V5028","200","5",30,0
"V5135","200","5",33,0
"V5230","200","5",27,1
"V5328","200","5",47,1
"V5428","200","5",38,1
"V5528","200","5",25,0
"V5628","200","5",36,1
"V5728","200","5",29,0
"V5828","200","5",37,0
"V5928","200","5",37,0
"V6028","200","5",32,0
"V6135","200","5",25,0
"V6230","200","5",44,0
"V6328","200","5",39,0
"V6428","200","5",27,0
"V6528","200","5",37,2
"V6628","200","5",29,0
"V6728","200","5",17,1
"V6828","200","5",47,0
"V6928","200","5",35,1
"V7028","200","5",31,0
"V7135","200","5",33,0
"V7230","200","5",24,0
"V7328","200","5",31,1
"V7428","200","5",23,0
"V7528","200","5",23,0
"V7628","200","5",32,1
"V7728","200","5",29,0
"V7828","200","5",33,0
"V7928","200","5",25,0
"V8028","200","5",27,0
"V8135","200","5",27,0
"V8230","200","5",34,0
"V8328","200","5",21,0
"V8428","200","5",24,0
"V8528","200","5",27,0
"V8628","200","5",19,0
"V8728","200","5",20,0
"V8828","200","5",25,0
"V8928","200","5",16,0
"V9028","200","5",33,0
"V9135","200","5",43,0
"V9230","200","5",23,0
"V9328","200","5",27,0
"V9428","200","5",24,0
"V9528","200","5",19,1
"V9628","200","5",26,0
"V9728","200","5",48,0
"V9828","200","5",24,0
"V9928","200","5",31,0
"V10028","200","5",40,0
"V10135","200","5",27,0
"V10230","200","5",24,1
"V10328","200","5",29,0
"V10428","200","5",22,0
"V10528","200","5",39,1
"V10628","200","5",34,0
"V10728","200","5",30,1
"V10828","200","5",16,0
"V10928","200","5",37,0
"V11032","200","5",27,0
"V11139","200","5",23,0
"V11231","200","5",27,0
"V11329","200","5",39,0
"V11429","200","5",25,1
"V11528","200","5",32,0
"V11628","200","5",28,0
"V11728","200","5",33,0
"V11828","200","5",20,0
"V11928","200","5",20,0
"V12028","200","5",24,0
"V12136","200","5",23,0
"V12230","200","5",42,0
"V12328","200","5",27,0
"V12428","200","5",22,0
"V12528","200","5",30,0
"V12628","200","5",41,0
"V12728","200","5",22,0
"V12828","200","5",29,0
"V12928","200","5",26,0
"V13028","200","5",28,0
"V13135","200","5",26,0
"V13230","200","5",50,0
"V13328","200","5",30,0
"V13428","200","5",22,0
"V13528","200","5",25,0
"V13628","200","5",34,0
"V13728","200","5",34,0
"V13828","200","5",22,0
"V13928","200","5",28,0
"V14028","200","5",20,0
"V14135","200","5",33,0
"V14230","200","5",42,0
"V14328","200","5",29,0
"V14428","200","5",27,0
"V14528","200","5",15,0
"V14628","200","5",23,0
"V14728","200","5",30,0
"V14828","200","5",32,0
"V14928","200","5",36,0
"V15028","200","5",35,0
"V15135","200","5",25,0
"V15230","200","5",28,2
"V15328","200","5",19,0
"V15428","200","5",35,0
"V15528","200","5",27,0
"V15628","200","5",33,0
"V15728","200","5",24,0
"V15828","200","5",35,0
"V15928","200","5",50,0
"V16028","200","5",26,1
"V16135","200","5",15,0
"V16230","200","5",35,0
"V16328","200","5",30,0
"V16428","200","5",35,0
"V16528","200","5",16,0
"V16628","200","5",27,0
"V16728","200","5",39,0
"V16828","200","5",42,0
"V16928","200","5",29,0
"V17028","200","5",38,0
"V17135","200","5",36,0
"V17230","200","5",27,0
"V17328","200","5",40,0
"V17428","200","5",26,0
"V17528","200","5",30,1
"V17628","200","5",27,0
"V17728","200","5",22,1
"V17828","200","5",14,0
"V17928","200","5",55,0
"V18028","200","5",37,0
"V18135","200","5",42,0
"V18230","200","5",14,0
"V18328","200","5",37,0
"V18428","200","5",29,0
"V18528","200","5",38,0
"V18628","200","5",27,0
"V18728","200","5",40,0
"V18828","200","5",40,0
"V18928","200","5",41,0
"V19028","200","5",24,0
"V19135","200","5",29,0
"V19230","200","5",23,0
"V19328","200","5",16,0
"V19428","200","5",22,0
"V19528","200","5",25,0
"V19628","200","5",44,0
"V19728","200","5",25,0
"V19828","200","5",22,0
"V19928","200","5",24,0
"V20028","200","5",36,0
"V20135","200","5",22,0
"V20230","200","5",35,0
"V20328","200","5",20,0
"V20428","200","5",35,0
"V20528","200","5",28,0
"V20628","200","5",21,0
"V20728","200","5",42,0
"V20828","200","5",39,0
"V20928","200","5",21,0
"V21032","200","5",16,0
"V21139","200","5",32,1
"V21231","200","5",32,0
